-1.1218,0.72792
-1.041,0.11412
-1.0345,0.091478
-1.0336,0.060611
-1.0315,0.056019
-1.0182,-0.020724
-1.0193,-0.004276
-1.0137,-0.014203
-1.0152,-0.002752
-1.0128,0.017547
-1.0158,0.024584
-0.9982,0.039315
-0.98995,0.031852
-1.0153,-0.037574
-1.0163,-0.04625
-1.0315,-0.0097381
-1.0391,0.080783
-1.0613,0.084488
-1.0613,0.13244
-0.99596,-0.047939
-0.98736,-0.029331
-1.0038,-0.044247
-1.0066,0.0014581
-1.0048,0.0005425
-0.9979,-0.0039341
-0.98365,0.011061
-0.98327,0.026364
-0.98177,0.020555
-0.97476,-0.034542
-0.95466,-0.015833
-0.97989,-0.05939
-0.99727,-0.03983
-0.99508,-0.019542
-1.0046,-0.012052
-1.0039,-0.017737
-0.99614,0.0026565
-0.99849,0.028773
-0.9924,0.018897
-0.98962,0.03087
-0.98788,0.044536
-0.97604,-0.06797
-0.97243,-0.031149
-0.9755,-0.050127
-0.97788,-0.03484
-0.98116,-0.015245
-0.98246,-0.015944
-0.98689,-0.013225
-0.99549,-0.00413
-1.0006,0.009149
-1.0077,0.026983
-1.0197,0.039806
-1.0163,0.040368
-0.94886,-0.095861
-0.95392,-0.10485
-0.94345,-0.12324
-0.92575,-0.14741
-0.87185,-0.25065
-0.82435,-0.25
-0.76777,-0.32492
-0.73046,1.1953
-0.71924,-0.40919
-0.53919,-0.59036
-0.26225,-0.80902
-0.19626,-0.81233
-0.14596,1.1519
-0.056848,1.0641
-0.024983,1.0508
-0.008422,-0.99528
-0.0011914,-0.9885
-0.0091553,0.98725
0.0077102,0.98614
0.0026594,1.0041
0.013383,1.0197
0.016084,1.0237
0.0062976,-1.0208
0.020067,-1.0241
0.021479,1.0529
0.0050506,-0.99625
-0.0042857,-0.98279
-0.006291,0.98137
-0.015124,0.99083
-0.021163,1.0263
-0.029545,1.0372
0.0061538,1.0841
0.041469,1.0579
0.028688,1.0542
0.033806,1.0654
0.15483,1.1411
0.2166,-0.81926
0.25005,-0.77861
0.52427,-0.58819
0.72657,-0.39416
0.71384,1.2002
0.78574,-0.34034
0.81671,-0.2732
0.86825,-0.23229
0.92262,-0.14898
0.91843,-0.10906
0.94049,-0.078274
0.97735,-0.083717
0.98928,-0.040464
0.97513,-0.040334
0.97774,-0.02477
0.98451,-0.013256
0.99129,-0.013126
0.99508,-0.022529
0.9834,0.02202
0.97679,0.023276
0.98508,-0.068889
0.97549,-0.044927
0.9799,-0.032048
0.97012,-0.035729
0.9763,-0.052211
0.97095,-0.04262
0.97905,-0.034508
0.9573,-0.028554
1.0067,-0.048488
1.0061,-0.027082
0.99997,-0.020136
1.0041,-0.019371
1.0124,0.010945
1.0157,0.010151
1.004,0.024948
0.99185,0.045908
0.99712,0.042648
1.0061,-0.061763
0.99411,-0.026347
1.0182,-0.012598
1.0213,-0.01542
1.0226,0.0096228
1.02,0.028918
1.0078,0.016238
1.0083,0.010461
1.014,0.040778
1.0148,0.057947
1.0304,-0.021978
1.0257,0.059534
1.0335,0.047432
1.0232,0.06573
1.0408,0.10791
1.058,0.10557
1.0517,0.14534
1.1473,0.73167
